sel	class	entry	C_modal	n_distinct	key_weight	all_C
4057	4	057	0	1	3	0:3
4058	4	058	0	1	56	0:56
4059	4	059	0	1	3	0:3
405A	4	05A	0	1	4	0:4
405B	4	05B	0	1	3	0:3
405C	4	05C	0	1	2	0:2
405D	4	05D	0	1	2	0:2
405E	4	05E	0	1	3	0:3
405F	4	05F	0	1	8	0:8
4060	4	060	0	1	20	0:20
4061	4	061	0	1	70	0:70
4062	4	062	0	1	3	0:3
4063	4	063	0	1	6	0:6
4064	4	064	0	1	5	0:5
4065	4	065	0	1	3	0:3
4066	4	066	0	1	93	0:93
4067	4	067	0	1	312	0:312
4068	4	068	0	1	46	0:46
4069	4	069	0	1	2	0:2
406A	4	06A	0	1	5	0:5
406B	4	06B	0	1	5	0:5
406C	4	06C	0	1	2	0:2
406D	4	06D	0	1	5	0:5
406E	4	06E	0	1	5	0:5
406F	4	06F	0	1	3	0:3
4070	4	070	0	1	17	0:17
4071	4	071	0	1	59	0:59
4072	4	072	0	1	4	0:4
4073	4	073	0	1	3	0:3
4074	4	074	0	1	4	0:4
4075	4	075	0	1	2	0:2
4076	4	076	0	1	4	0:4
4077	4	077	0	1	4	0:4
4078	4	078	0	1	10	0:10
4079	4	079	0	1	132	0:132
407A	4	07A	0	1	12	0:12
407B	4	07B	0	1	16	0:16
407C	4	07C	0	1	4	0:4
407D	4	07D	0	1	5	0:5
407E	4	07E	0	1	3	0:3
407F	4	07F	0	1	2	0:2
4080	4	080	0	1	4	0:4
4081	4	081	0	1	6	0:6
4082	4	082	0	1	8	0:8
4083	4	083	0	1	10	0:10
4084	4	084	0	1	8	0:8
4085	4	085	0	1	4	0:4
4086	4	086	0	1	3	0:3
4087	4	087	0	1	2	0:2
4088	4	088	0	1	5	0:5
4089	4	089	0	1	8	0:8
408A	4	08A	0	1	5	0:5
408B	4	08B	0	1	4	0:4
408C	4	08C	0	1	4	0:4
408D	4	08D	0	1	3	0:3
408E	4	08E	0	1	4	0:4
408F	4	08F	0	1	72	0:72
4090	4	090	0	1	56	0:56
4091	4	091	0	1	5	0:5
4092	4	092	0	1	4	0:4
4093	4	093	0	1	3	0:3
4094	4	094	0	1	4	0:4
4095	4	095	0	1	3	0:3
4096	4	096	0	1	3	0:3
4097	4	097	0	1	6	0:6
4099	4	099	541	1	128	541:128
409A	4	09A	737	2	512	-5091:128;737:384
409B	4	09B	0	2	256	-5120:128;0:128
409C	4	09C	0	1	128	0:128
409D	4	09D	0	2	256	0:128;679:128
409E	4	09E	0	1	128	0:128
40A0	4	0A0	0	2	256	0:128;2756:128
40A1	4	0A1	2756	2	384	-96:128;2756:256
40A2	4	0A2	-96	2	256	-96:128;2756:128
40A3	4	0A3	0	1	128	0:128
40A4	4	0A4	0	1	128	0:128
40A5	4	0A5	0	2	256	0:128;5632:128
40A6	4	0A6	2756	1	256	2756:256
40A7	4	0A7	2756	1	256	2756:256
40A8	4	0A8	2756	1	256	2756:256
40A9	4	0A9	2756	1	256	2756:256
40AA	4	0AA	2756	1	256	2756:256
40AB	4	0AB	2756	1	256	2756:256
40AC	4	0AC	2756	1	256	2756:256
40AD	4	0AD	2756	1	256	2756:256
40AE	4	0AE	2756	1	256	2756:256
40AF	4	0AF	2756	1	256	2756:256
40B0	4	0B0	2756	1	256	2756:256
40B1	4	0B1	2756	1	256	2756:256
40B2	4	0B2	2756	1	256	2756:256
40B3	4	0B3	2756	1	256	2756:256
40B4	4	0B4	2756	1	256	2756:256
40B5	4	0B5	2756	1	256	2756:256
40B6	4	0B6	0	1	36	0:36
40B7	4	0B7	0	1	1	0:1
40B8	4	0B8	0	1	7	0:7
40B9	4	0B9	0	1	4	0:4
40BA	4	0BA	0	1	12	0:12
40BB	4	0BB	0	1	12	0:12
40BC	4	0BC	0	1	12	0:12
40BD	4	0BD	0	1	12	0:12
40BE	4	0BE	0	1	32	0:32
40BF	4	0BF	0	1	36	0:36
40C0	4	0C0	0	1	12	0:12
40C1	4	0C1	0	1	12	0:12
40C2	4	0C2	0	1	12	0:12
40C3	4	0C3	0	1	12	0:12
40C4	4	0C4	0	1	12	0:12
40C5	4	0C5	0	1	32	0:32
5000	5	000	-2264	1	89	-2264:89
5001	5	001	-2264	1	6	-2264:6
5002	5	002	-1587	1	33	-1587:33
5003	5	003	-2027	1	73	-2027:73
5004	5	004	-1881	1	6	-1881:6
5005	5	005	0	1	6	0:6
5006	5	006	-1669	1	145	-1669:145
5007	5	007	-2223	1	73	-2223:73
5008	5	008	-1978	1	3	-1978:3
5009	5	009	0	1	4	0:4
500A	5	00A	-343	1	4	-343:4
500B	5	00B	0	1	44	0:44
500C	5	00C	-448	1	63	-448:63
500D	5	00D	-2058	1	3	-2058:3
500E	5	00E	0	1	6	0:6
500F	5	00F	-1069	1	5	-1069:5
5010	5	010	-2026	1	10	-2026:10
5011	5	011	0	1	97	0:97
5012	5	012	0	1	76	0:76
5013	5	013	0	1	6	0:6
5014	5	014	0	1	18	0:18
5015	5	015	35	1	182	35:182
5016	5	016	0	1	128	0:128
5017	5	017	-1008	1	65	-1008:65
5018	5	018	-2594	1	5	-2594:5
5019	5	019	-833	1	7	-833:7
501A	5	01A	0	1	8	0:8
501B	5	01B	0	1	13	0:13
501C	5	01C	0	1	77	0:77
501D	5	01D	0	1	51	0:51
501E	5	01E	0	1	78	0:78
501F	5	01F	-1999	1	3	-1999:3
5020	5	020	-216	1	9	-216:9
5021	5	021	-2585	1	12	-2585:12
5022	5	022	2756	1	256	2756:256
5023	5	023	2756	1	128	2756:128
5024	5	024	2756	1	128	2756:128
5025	5	025	2756	1	128	2756:128
5026	5	026	2756	1	128	2756:128
5027	5	027	2756	1	128	2756:128
5028	5	028	2756	1	256	2756:256
5029	5	029	2756	1	256	2756:256
502A	5	02A	2756	1	256	2756:256
502B	5	02B	2756	1	256	2756:256
502C	5	02C	2756	1	128	2756:128
502D	5	02D	2756	1	128	2756:128
502E	5	02E	2756	1	128	2756:128
502F	5	02F	1211	2	256	1211:128;2756:128
5030	5	030	1211	2	256	1211:128;2756:128
5031	5	031	2756	1	128	2756:128
5032	5	032	2756	1	128	2756:128
5033	5	033	2756	1	128	2756:128
5034	5	034	2756	1	128	2756:128
5035	5	035	2756	1	128	2756:128
5036	5	036	1211	2	256	1211:128;2756:128
5037	5	037	1211	2	256	1211:128;2756:128
5038	5	038	2756	1	128	2756:128
5039	5	039	2756	1	128	2756:128
503A	5	03A	2756	1	128	2756:128
503B	5	03B	1211	2	256	1211:128;2756:128
503C	5	03C	5632	2	256	4301:128;5632:128
503D	5	03D	4301	1	128	4301:128
503E	5	03E	3072	2	256	3072:128;4301:128
503F	5	03F	2816	2	256	2756:128;2816:128
5040	5	040	2756	1	128	2756:128
5041	5	041	5456	2	256	3486:128;5456:128
5042	5	042	3815	1	128	3815:128
5043	5	043	3815	1	128	3815:128
5044	5	044	3815	1	128	3815:128
5045	5	045	4036	2	256	2756:128;4036:128
5046	5	046	3072	2	256	3072:128;4301:128
5047	5	047	2756	1	256	2756:256
5048	5	048	2756	1	256	2756:256
5049	5	049	3072	2	256	2756:128;3072:128
504A	5	04A	2756	1	128	2756:128
504B	5	04B	3072	2	256	2756:128;3072:128
504C	5	04C	2756	1	128	2756:128
504E	5	04E	0	2	256	0:128;1857:128
504F	5	04F	0	1	128	0:128
5051	5	051	0	2	256	0:128;2756:128
5052	5	052	0	2	256	0:128;2756:128
5054	5	054	0	2	256	0:128;2756:128
5056	5	056	0	2	256	0:128;4301:128
5057	5	057	0	2	256	0:128;4301:128
5058	5	058	0	2	256	0:128;4301:128
5059	5	059	0	2	256	0:128;4301:128
505A	5	05A	2756	1	256	2756:256
505B	5	05B	2756	1	256	2756:256
505C	5	05C	0	2	256	-8953:128;0:128
505D	5	05D	2756	1	256	2756:256
505E	5	05E	2756	1	128	2756:128
505F	5	05F	2756	1	256	2756:256
5060	5	060	2756	1	128	2756:128
5061	5	061	2756	1	256	2756:256
5062	5	062	2756	2	220	-576:92;2756:128
5063	5	063	2756	1	256	2756:256
5064	5	064	1744	2	256	1744:128;2756:128
5065	5	065	-316	2	256	-316:128;2756:128
5066	5	066	0	2	256	0:128;2756:128
5067	5	067	3132	1	128	3132:128
5068	5	068	3132	1	128	3132:128
5069	5	069	256	2	256	256:128;3132:128
506A	5	06A	3132	1	128	3132:128
506B	5	06B	2756	1	128	2756:128
506C	5	06C	2756	1	128	2756:128
506D	5	06D	2756	1	128	2756:128
506E	5	06E	1800	3	384	1800:128;2756:128;3268:128
506F	5	06F	264	2	256	264:128;2756:128
5070	5	070	2756	1	128	2756:128
5071	5	071	2756	1	128	2756:128
5072	5	072	2056	2	256	2056:128;2756:128
5073	5	073	-992	2	256	-992:128;3132:128
5074	5	074	4096	2	256	3132:128;4096:128
5075	5	075	3132	1	256	3132:256
5076	5	076	3132	1	256	3132:256
5077	5	077	2756	1	256	2756:256
5078	5	078	3132	1	256	3132:256
5079	5	079	3132	1	256	3132:256
507A	5	07A	2756	1	256	2756:256
507B	5	07B	2756	1	256	2756:256
507C	5	07C	2756	1	256	2756:256
507D	5	07D	2756	1	256	2756:256
507E	5	07E	2756	1	256	2756:256
507F	5	07F	2756	1	256	2756:256
5080	5	080	-1536	2	256	-1536:128;3132:128
5081	5	081	2756	1	256	2756:256
5082	5	082	4896	2	256	3132:128;4896:128
5083	5	083	4516	2	256	3132:128;4516:128
5084	5	084	2048	2	256	2048:128;3132:128
5085	5	085	1792	2	256	1792:128;3132:128
5086	5	086	0	2	256	0:128;2756:128
5087	5	087	0	2	256	0:128;2756:128
5088	5	088	-6144	2	256	-6144:128;2756:128
5089	5	089	0	2	256	0:128;2756:128
508A	5	08A	0	2	256	0:128;3132:128
508B	5	08B	1084	2	256	1084:128;3132:128
508C	5	08C	-352	2	256	-352:128;3132:128
508D	5	08D	-1408	2	256	-1408:128;3132:128
508E	5	08E	-3712	1	128	-3712:128
508F	5	08F	1857	1	256	1857:256
5090	5	090	0	2	256	0:128;2756:128
5091	5	091	0	2	256	0:128;2756:128
5092	5	092	0	1	12	0:12
5093	5	093	0	1	36	0:36
5094	5	094	0	1	12	0:12
5095	5	095	0	1	12	0:12
5096	5	096	0	1	12	0:12
5097	5	097	0	1	42	0:42
5098	5	098	0	1	191	0:191
5099	5	099	0	1	12	0:12
509A	5	09A	0	1	36	0:36
509B	5	09B	0	1	12	0:12
509C	5	09C	0	1	12	0:12
509D	5	09D	0	1	12	0:12
509E	5	09E	0	1	12	0:12
509F	5	09F	0	1	32	0:32
50A0	5	0A0	0	1	39	0:39
50A1	5	0A1	0	1	39	0:39
50A2	5	0A2	0	1	12	0:12
50A3	5	0A3	0	1	36	0:36
50A4	5	0A4	0	1	12	0:12
50A5	5	0A5	0	1	12	0:12
50A6	5	0A6	0	1	12	0:12
50A7	5	0A7	0	1	1	0:1
6001	6	001	-1525	1	67	-1525:67
6002	6	002	-1242	1	14	-1242:14
6003	6	003	-3029	1	14	-3029:14
6004	6	004	-1725	1	15	-1725:15
6005	6	005	-3015	1	15	-3015:15
6006	6	006	-2153	1	45	-2153:45
6007	6	007	-697	1	54	-697:54
6008	6	008	-2537	1	7	-2537:7
6009	6	009	-1215	1	7	-1215:7
600A	6	00A	-3001	1	6	-3001:6
600B	6	00B	-1075	1	10	-1075:10
600C	6	00C	-2505	1	98	-2505:98
600D	6	00D	-2244	1	92	-2244:92
600E	6	00E	-989	1	17	-989:17
600F	6	00F	-2797	1	13	-2797:13
6010	6	010	-1495	1	14	-1495:14
6011	6	011	-3573	1	16	-3573:16
6012	6	012	-3378	1	74	-3378:74
6013	6	013	-1797	1	12	-1797:12
6014	6	014	-3385	1	12	-3385:12
6015	6	015	-1797	1	85	-1797:85
6016	6	016	0	1	36	0:36
6017	6	017	0	1	5	0:5
6019	6	019	0	1	7	0:7
601A	6	01A	0	1	12	0:12
601B	6	01B	0	1	12	0:12
601C	6	01C	0	1	12	0:12
601D	6	01D	0	1	6	0:6
601E	6	01E	0	1	12	0:12
601F	6	01F	0	1	36	0:36
6020	6	020	0	1	49	0:49
6021	6	021	0	1	36	0:36
6022	6	022	0	1	12	0:12
6023	6	023	0	1	12	0:12
6024	6	024	0	1	12	0:12
6025	6	025	0	1	12	0:12
6026	6	026	0	1	12	0:12
6027	6	027	0	1	1	0:1
6028	6	028	10496	2	42	7424:6;10496:36
6030	6	030	5120	1	6	5120:6
6038	6	038	4352	1	9	4352:9
6040	6	040	1792	1	3	1792:3
6048	6	048	0	1	6	0:6
6050	6	050	-2048	1	12	-2048:12
6058	6	058	-3072	1	6	-3072:6
6060	6	060	-5632	1	12	-5632:12
6068	6	068	-8448	1	32	-8448:32
6070	6	070	0	1	96	0:96
6096	6	096	0	1	96	0:96
7000	7	000	-3378	1	112	-3378:112
7001	7	001	-1714	1	12	-1714:12
7002	7	002	-2883	1	12	-2883:12
7003	7	003	-3984	1	12	-3984:12
7004	7	004	-1944	1	12	-1944:12
7005	7	005	-2723	1	12	-2723:12
7006	7	006	-3804	1	12	-3804:12
7007	7	007	-1983	1	12	-1983:12
7008	7	008	-2708	1	8	-2708:8
7009	7	009	-3932	1	8	-3932:8
700A	7	00A	-1747	1	8	-1747:8
700B	7	00B	-2522	1	8	-2522:8
700C	7	00C	-3533	1	8	-3533:8
700D	7	00D	-1996	1	8	-1996:8
700E	7	00E	-3006	1	8	-3006:8
700F	7	00F	-3513	1	68	-3513:68
7010	7	010	-3378	1	76	-3378:76
7011	7	011	-1714	1	8	-1714:8
7012	7	012	-2883	1	8	-2883:8
7013	7	013	-3984	1	8	-3984:8
7014	7	014	-1944	1	8	-1944:8
7015	7	015	-2723	1	8	-2723:8
7016	7	016	-3804	1	8	-3804:8
7017	7	017	-1983	1	12	-1983:12
7018	7	018	-2708	1	12	-2708:12
7019	7	019	-3932	1	12	-3932:12
701A	7	01A	-1747	1	12	-1747:12
701B	7	01B	-2522	1	12	-2522:12
701C	7	01C	-3533	1	12	-3533:12
701D	7	01D	-1996	1	12	-1996:12
701E	7	01E	-3006	1	12	-3006:12
701F	7	01F	-3513	1	100	-3513:100
7020	7	020	0	1	70	0:70
7021	7	021	0	1	18	0:18
7022	7	022	0	1	2	0:2
7023	7	023	0	1	12	0:12
7024	7	024	0	1	12	0:12
7025	7	025	0	1	24	0:24
7026	7	026	0	1	36	0:36
7027	7	027	0	1	96	0:96
7028	7	028	0	1	24	0:24
7029	7	029	0	1	54	0:54
702A	7	02A	0	1	24	0:24
702B	7	02B	0	1	12	0:12
702C	7	02C	0	1	40	0:40
702D	7	02D	0	1	38	0:38
702E	7	02E	0	1	6	0:6
702F	7	02F	0	1	11	0:11
7030	7	030	0	1	107	0:107
7031	7	031	0	1	36	0:36
7032	7	032	0	1	1	0:1
7033	7	033	0	1	11	0:11
7034	7	034	0	1	12	0:12
7035	7	035	0	1	12	0:12
7036	7	036	0	1	12	0:12
7037	7	037	0	1	12	0:12
7038	7	038	0	1	32	0:32
