page	class	chunk	param_ptr	wave_off	rom_start	rom_end	samples	shared	param_record
2	6	246	0x2022	0xD646	0x2D6460	0x2D64E0	64	1	
2	6	247	0x2024	0xD64E	0x2D64E0	0x2D6560	64	1	
2	6	248	0x2026	0xD656	0x2D6560	0x2D65E0	64	1	
2	6	249	0x2028	0xD65E	0x2D65E0	0x2D6660	64	1	
2	6	250	0x202A	0xD666	0x2D6660	0x2D66E0	64	1	
2	6	251	0x202C	0xD66E	0x2D66E0	0x2D67E0	128	1	
2	6	252	0x202E	0xD67E	0x2D67E0	0x2D6860	64	1	
2	6	253	0x2030	0xD686	0x2D6860	0x2D68E0	64	1	
2	6	254	0x2032	0xD68E	0x2D68E0	0x2D6960	64	1	
2	6	255	0x2034	0xD696	0x2D6960	0x2D69E0	64	1	
2	6	256	0x2036	0xD69E	0x2D69E0	0x2D6A60	64	1	
2	6	257	0x2038	0xD6A6	0x2D6A60	0x2D6AE0	64	1	
2	6	258	0x203A	0xD6AE	0x2D6AE0	0x2D6B60	64	1	
2	6	259	0x203C	0xD6B6	0x2D6B60	0x2D6BE0	64	1	
2	6	260	0x203E	0xD6BE	0x2D6BE0	0x2D6CE0	128	1	
2	6	261	0x2040	0xD6CE	0x2D6CE0	0x2D6D60	64	1	
2	6	262	0x2042	0xD6D6	0x2D6D60	0x2D6DE0	64	1	
2	6	263	0x2044	0xD6DE	0x2D6DE0	0x2D6E60	64	1	
2	6	264	0x2046	0xD6E6	0x2D6E60	0x2D6EE0	64	1	
2	6	265	0x2048	0xD6EE	0x2D6EE0	0x2D6F60	64	1	
2	6	266	0x204A	0xD6F6	0x2D6F60	0x2D6FE0	64	1	
2	6	267	0x204C	0xD6FE	0x2D6FE0	0x2D7060	64	1	
2	6	268	0x204E	0xD706	0x2D7060	0x2D70E0	64	1	
2	6	269	0x2050	0xD70E	0x2D70E0	0x2D71E0	128	1	
2	6	270	0x2052	0xD71E	0x2D71E0	0x2D7260	64	1	
2	6	271	0x2054	0xD726	0x2D7260	0x2D72E0	64	1	
2	6	272	0x2056	0xD72E	0x2D72E0	0x2D7360	64	1	
2	6	273	0x2058	0xD736	0x2D7360	0x2D73E0	64	1	
2	6	274	0x205A	0xD73E	0x2D73E0	0x2D7460	64	1	
2	6	275	0x205C	0xD746	0x2D7460	0x2D74E0	64	1	
2	6	276	0x205E	0xD74E	0x2D74E0	0x2D7560	64	1	
2	6	277	0x2060	0xD756	0x2D7560	0x2D75E0	64	1	
2	6	278	0x2062	0xD75E	0x2D75E0	0x2D76E0	128	1	
2	6	279	0x2064	0xD76E	0x2D76E0	0x2D7760	64	1	
2	6	280	0x2066	0xD776	0x2D7760	0x2D77E0	64	1	
2	6	281	0x2068	0xD77E	0x2D77E0	0x2D7860	64	1	
2	6	282	0x206A	0xD786	0x2D7860	0x2D78E0	64	1	
2	6	283	0x206C	0xD78E	0x2D78E0	0x2D7960	64	1	
2	6	284	0x206E	0xD796	0x2D7960	0x2D79E0	64	1	
2	6	285	0x2070	0xD79E	0x2D79E0	0x2D7A60	64	1	
2	6	286	0x2072	0xD7A6	0x2D7A60	0x2D7AE0	64	1	
2	6	287	0x2074	0xD7AE	0x2D7AE0	0x2D7BE0	128	1	
2	6	288	0x2076	0xD7BE	0x2D7BE0	0x2D7C60	64	1	
2	6	289	0x2078	0xD7C6	0x2D7C60	0x2D7CE0	64	1	
2	6	290	0x207A	0xD7CE	0x2D7CE0	0x2D7D60	64	1	
2	6	291	0x207C	0xD7D6	0x2D7D60	0x2D7DE0	64	1	
2	6	292	0x207E	0xD7DE	0x2D7DE0	0x2D7E60	64	1	
2	6	293	0x2080	0xD7E6	0x2D7E60	0x2D7EE0	64	1	
2	6	294	0x2082	0xD7EE	0x2D7EE0	0x2D7F60	64	1	
2	6	295	0x2084	0xD7F6	0x2D7F60	0x2D7FE0	64	1	
2	6	296	0x2086	0xD7FE	0x2D7FE0	0x2D80E0	128	1	
2	6	297	0x2088	0xD80E	0x2D80E0	0x2D8160	64	1	
2	6	298	0x208A	0xD816	0x2D8160	0x2D81E0	64	1	
2	6	299	0x208C	0xD81E	0x2D81E0	0x2D8260	64	1	
2	6	300	0x208E	0xD826	0x2D8260	0x2D82E0	64	1	
2	6	301	0x2090	0xD82E	0x2D82E0	0x2D8360	64	1	
2	6	302	0x2092	0xD836	0x2D8360	0x2D83E0	64	1	
2	6	303	0x2094	0xD83E	0x2D83E0	0x2D8460	64	1	
2	6	304	0x2096	0xD846	0x2D8460	0x2D84E0	64	1	
2	6	305	0x2098	0xD84E	0x2D84E0	0x2D85E0	128	1	
2	6	306	0x209A	0xD85E	0x2D85E0	0x2D86E0	128	1	
2	6	307	0x209C	0xD86E	0x2D86E0	0x2D8760	64	1	
2	6	308	0x209E	0xD876	0x2D8760	0x2D8860	128	1	
2	6	309	0x20A0	0xD886	0x2D8860	0x2D8960	128	1	
2	6	310	0x20A2	0xD896	0x2D8960	0x2D8A60	128	1	
2	6	311	0x20A4	0xD8A6	0x2D8A60	0x2D8AE0	64	1	
2	6	312	0x20A6	0xD8AE	0x2D8AE0	0x2D8B60	64	1	
2	6	313	0x20A8	0xD8B6	0x2D8B60	0x2D8BE0	64	1	
2	6	314	0x20AA	0xD8BE	0x2D8BE0	0x2D8C60	64	1	
2	6	315	0x20AC	0xD8C6	0x2D8C60	0x2D8CE0	64	1	
2	6	316	0x20AE	0xD8CE	0x2D8CE0	0x2D8D60	64	1	
2	6	317	0x20B0	0xD8D6	0x2D8D60	0x2D8E60	128	1	
2	6	318	0x20B2	0xD8E6	0x2D8E60	0x2D8F60	128	1	
2	6	319	0x20B4	0xD8F6	0x2D8F60	0x2D9060	128	1	
2	6	320	0x20B6	0xD906	0x2D9060	0x2D90E0	64	1	
2	6	321	0x20B8	0xD90E	0x2D90E0	0x2D9160	64	1	
2	6	322	0x20BA	0xD916	0x2D9160	0x2D91E0	64	1	
2	6	323	0x20BC	0xD91E	0x2D91E0	0x2D9260	64	1	
2	6	324	0x20BE	0xD926	0x2D9260	0x2D92E0	64	1	
2	6	325	0x20C0	0xD92E	0x2D92E0	0x2D9360	64	1	
2	6	326	0x20C2	0xD936	0x2D9360	0x2D9460	128	1	
2	6	327	0x20C4	0xD946	0x2D9460	0x2D9560	128	1	
2	6	328	0x20C6	0xD956	0x2D9560	0x2D95E0	64	1	
2	6	329	0x20C8	0xD95E	0x2D95E0	0x2D9660	64	1	
2	6	330	0x20CA	0xD966	0x2D9660	0x2D96E0	64	1	
2	6	331	0x20CC	0xD96E	0x2D96E0	0x2D9760	64	1	
2	6	332	0x20CE	0xD976	0x2D9760	0x2D97E0	64	1	
2	6	333	0x20D0	0xD97E	0x2D97E0	0x2D9860	64	1	
2	6	334	0x20D2	0xD986	0x2D9860	0x2D98E0	64	1	
2	6	335	0x20D4	0xD98E	0x2D98E0	0x2D9960	64	1	
2	6	336	0x20D6	0xD996	0x2D9960	0x2D99E0	64	1	
2	6	337	0x20D8	0xD99E	0x2D99E0	0x2D9A60	64	1	
2	6	338	0x20DA	0xD9A6	0x2D9A60	0x2D9AE0	64	1	
2	6	339	0x20DC	0xD9AE	0x2D9AE0	0x2D9B60	64	1	
2	6	340	0x20DE	0xD9B6	0x2D9B60	0x2D9BE0	64	1	
2	6	341	0x20E0	0xD9BE	0x2D9BE0	0x2D9CE0	128	1	
2	6	342	0x20E2	0xD9CE	0x2D9CE0	0x2D9D60	64	1	
2	6	343	0x20E4	0xD9D6	0x2D9D60	0x2D9DE0	64	1	
2	6	344	0x20E6	0xD9DE	0x2D9DE0	0x2D9E60	64	1	
2	6	345	0x20E8	0xD9E6	0x2D9E60	0x2D9EE0	64	1	
2	6	346	0x20EA	0xD9EE	0x2D9EE0	0x2D9F60	64	1	
2	6	347	0x20EC	0xD9F6	0x2D9F60	0x2D9FE0	64	1	
2	6	348	0x20EE	0xD9FE	0x2D9FE0	0x2DA060	64	1	
2	6	349	0x20F0	0xDA06	0x2DA060	0x2DA0E0	64	1	
2	6	350	0x20F2	0xDA0E	0x2DA0E0	0x2DA1E0	128	1	
2	6	351	0x20F4	0xDA1E	0x2DA1E0	0x2DA2E0	128	1	
2	6	352	0x20F6	0xDA2E	0x2DA2E0	0x2DA360	64	1	
2	6	353	0x20F8	0xDA36	0x2DA360	0x2DA560	256	1	
2	6	354	0x20FA	0xDA56	0x2DA560	0x2DA660	128	1	
2	6	355	0x20FC	0xDA66	0x2DA660	0x2DA760	128	1	
2	6	356	0x20FE	0xDA76	0x2DA760	0x2DA7E0	64	1	
2	6	357	0x2100	0xDA7E	0x2DA7E0	0x2DA860	64	1	
2	6	358	0x2102	0xDA86	0x2DA860	0x2DA8E0	64	1	
2	6	359	0x2104	0xDA8E	0x2DA8E0	0x2DA960	64	1	
2	6	360	0x2106	0xDA96	0x2DA960	0x2DA9E0	64	1	
2	6	361	0x2108	0xDA9E	0x2DA9E0	0x2DAA60	64	1	
2	6	362	0x210A	0xDAA6	0x2DAA60	0x2DAB60	128	1	
2	6	363	0x210C	0xDAB6	0x2DAB60	0x2DAC60	128	1	
2	6	364	0x210E	0xDAC6	0x2DAC60	0x2DAD60	128	1	
2	6	365	0x2110	0xDAD6	0x2DAD60	0x2DADE0	64	1	
2	6	366	0x2112	0xDADE	0x2DADE0	0x2DAE60	64	1	
2	6	367	0x2114	0xDAE6	0x2DAE60	0x2DAEE0	64	1	
2	6	368	0x2116	0xDAEE	0x2DAEE0	0x2DAF60	64	1	
2	6	369	0x2118	0xDAF6	0x2DAF60	0x2DAFE0	64	1	
2	6	370	0x211A	0xDAFE	0x2DAFE0	0x2DB060	64	1	
2	6	371	0x211C	0xDB06	0x2DB060	0x2DB160	128	1	
2	6	372	0x211E	0xDB16	0x2DB160	0x2DB260	128	1	
2	6	373	0x2120	0xDB26	0x2DB260	0x2DB2E0	64	1	
2	6	374	0x2122	0xDB2E	0x2DB2E0	0x2DB360	64	1	
2	6	375	0x2124	0xDB36	0x2DB360	0x2DB3E0	64	1	
2	6	376	0x2126	0xDB3E	0x2DB3E0	0x2DB460	64	1	
2	6	377	0x2128	0xDB46	0x2DB460	0x2DB4E0	64	1	
2	6	378	0x212A	0xDB4E	0x2DB4E0	0x2DB560	64	1	
2	6	379	0x212C	0xDB56	0x2DB560	0x2DB5E0	64	1	
2	6	380	0x212E	0xDB5E	0x2DB5E0	0x2DB660	64	1	
2	6	381	0x2130	0xDB66	0x2DB660	0x2DB6E0	64	1	
2	6	382	0x2132	0xDB6E	0x2DB6E0	0x2DB760	64	1	
2	6	383	0x2134	0xDB76	0x2DB760	0x2DB7E0	64	1	
2	6	384	0x2136	0xDB7E	0x2DB7E0	0x2DB860	64	1	
2	6	385	0x2138	0xDB86	0x2DB860	0x2DB8E0	64	1	
2	6	386	0x213A	0xDB8E	0x2DB8E0	0x2DB9E0	128	1	
2	6	387	0x213C	0xDB9E	0x2DB9E0	0x2DBA60	64	1	
2	6	388	0x213E	0xDBA6	0x2DBA60	0x2DBAE0	64	1	
2	6	389	0x2140	0xDBAE	0x2DBAE0	0x2DBB60	64	1	
2	6	390	0x2142	0xDBB6	0x2DBB60	0x2DBBE0	64	1	
2	6	391	0x2144	0xDBBE	0x2DBBE0	0x2DBC60	64	1	
2	6	392	0x2146	0xDBC6	0x2DBC60	0x2DBCE0	64	1	
2	6	393	0x2148	0xDBCE	0x2DBCE0	0x2DBD60	64	1	
2	6	394	0x214A	0xDBD6	0x2DBD60	0x2DBDE0	64	1	
2	6	395	0x214C	0xDBDE	0x2DBDE0	0x2DBFE0	256	1	
2	6	396	0x214E	0xDBFE	0x2DBFE0	0x2DC1E0	256	1	
2	6	397	0x2150	0xDC1E	0x2DC1E0	0x2DC2E0	128	1	
2	6	398	0x2152	0xDC2E	0x2DC2E0	0x2DC4E0	256	1	
2	6	399	0x2154	0xDC4E	0x2DC4E0	0x2DC6E0	256	1	
2	6	400	0x2156	0xDC6E	0x2DC6E0	0x2DC8E0	256	1	
2	6	401	0x2158	0xDC8E	0x2DC8E0	0x2DCAE0	256	1	
2	6	402	0x215A	0xDCAE	0x2DCAE0	0x2DCBE0	128	1	
2	6	403	0x215C	0xDCBE	0x2DCBE0	0x2DCCE0	128	1	
2	6	404	0x215E	0xDCCE	0x2DCCE0	0x2DCDE0	128	1	
2	6	405	0x2160	0xDCDE	0x2DCDE0	0x2DCEE0	128	1	
2	6	406	0x2162	0xDCEE	0x2DCEE0	0x2DCFE0	128	1	
2	6	407	0x2164	0xDCFE	0x2DCFE0	0x2DD1E0	256	1	
2	6	408	0x2166	0xDD1E	0x2DD1E0	0x2DD3E0	256	1	
2	6	409	0x2168	0xDD3E	0x2DD3E0	0x2DD5E0	256	1	
2	6	410	0x216A	0xDD5E	0x2DD5E0	0x2DD7E0	256	1	
2	6	411	0x216C	0xDD7E	0x2DD7E0	0x2DD8E0	128	1	
2	6	412	0x216E	0xDD8E	0x2DD8E0	0x2DD9E0	128	1	
2	6	413	0x2170	0xDD9E	0x2DD9E0	0x2DDAE0	128	1	
2	6	414	0x2172	0xDDAE	0x2DDAE0	0x2DDBE0	128	1	
2	6	415	0x2174	0xDDBE	0x2DDBE0	0x2DDCE0	128	1	
2	6	416	0x2176	0xDDCE	0x2DDCE0	0x2DDEE0	256	1	
2	6	417	0x2178	0xDDEE	0x2DDEE0	0x2DDFE0	128	1	
2	6	418	0x217A	0xDDFE	0x2DDFE0	0x2DE0E0	128	1	
2	6	419	0x217C	0xDE0E	0x2DE0E0	0x2DE1E0	128	1	
2	6	420	0x217E	0xDE1E	0x2DE1E0	0x2DE2E0	128	1	
2	6	421	0x2180	0xDE2E	0x2DE2E0	0x2DE3E0	128	1	
2	6	422	0x2182	0xDE3E	0x2DE3E0	0x2DE4E0	128	1	
2	6	423	0x2184	0xDE4E	0x2DE4E0	0x2DE5E0	128	1	
2	6	424	0x2186	0xDE5E	0x2DE5E0	0x2DE660	64	1	
2	6	425	0x2188	0xDE66	0x2DE660	0x2DE760	128	1	
2	6	426	0x218A	0xDE76	0x2DE760	0x2DE860	128	1	
2	6	427	0x218C	0xDE86	0x2DE860	0x2DE8E0	64	1	
2	6	428	0x218E	0xDE8E	0x2DE8E0	0x2DE9E0	128	1	
2	6	429	0x2190	0xDE9E	0x2DE9E0	0x2DEAE0	128	1	
2	6	430	0x2192	0xDEAE	0x2DEAE0	0x2DEB60	64	1	
2	6	431	0x2194	0xDEB6	0x2DEB60	0x2DEC60	128	1	
2	6	432	0x2196	0xDEC6	0x2DEC60	0x2DED60	128	1	
2	6	433	0x2198	0xDED6	0x2DED60	0x2DEE60	128	1	
2	6	434	0x219A	0xDEE6	0x2DEE60	0x2DEF60	128	1	
2	6	435	0x219C	0xDEF6	0x2DEF60	0x2DF060	128	1	
2	6	436	0x219E	0xDF06	0x2DF060	0x2DF0E0	64	1	
2	6	437	0x21A0	0xDF0E	0x2DF0E0	0x2DF160	64	1	
2	6	438	0x21A2	0xDF16	0x2DF160	0x2DF1E0	64	1	
2	6	439	0x21A4	0xDF1E	0x2DF1E0	0x2DF260	64	1	
2	6	440	0x21A6	0xDF26	0x2DF260	0x2DF460	256	1	
2	6	441	0x21A8	0xDF46	0x2DF460	0x2DF660	256	1	
2	6	442	0x21AA	0xDF66	0x2DF660	0x2DF760	128	1	
2	6	443	0x21AC	0xDF76	0x2DF760	0x2DF960	256	1	
2	6	444	0x21AE	0xDF96	0x2DF960	0x2DFB60	256	1	
2	6	445	0x21B0	0xDFB6	0x2DFB60	0x2DFD60	256	1	
2	6	446	0x21B2	0xDFD6	0x2DFD60	0x2DFE60	128	1	
2	6	447	0x21B4	0xDFE6	0x2DFE60	0x2DFF60	128	1	
2	6	448	0x21B6	0xDFF6	0x2DFF60	0x2E0060	128	1	
2	6	449	0x21B8	0xE006	0x2E0060	0x2E0160	128	1	
2	6	450	0x21BA	0xE016	0x2E0160	0x2E0260	128	1	
2	6	451	0x21BC	0xE026	0x2E0260	0x2E0360	128	1	
2	6	452	0x21BE	0xE036	0x2E0360	0x2E0560	256	1	
2	6	453	0x21C0	0xE056	0x2E0560	0x2E0760	256	1	
2	6	454	0x21C2	0xE076	0x2E0760	0x2E0960	256	1	
2	6	455	0x21C4	0xE096	0x2E0960	0x2E0A60	128	1	
2	6	456	0x21C6	0xE0A6	0x2E0A60	0x2E0B60	128	1	
2	6	457	0x21C8	0xE0B6	0x2E0B60	0x2E0C60	128	1	
2	6	458	0x21CA	0xE0C6	0x2E0C60	0x2E0D60	128	1	
2	6	459	0x21CC	0xE0D6	0x2E0D60	0x2E0E60	128	1	
2	6	460	0x21CE	0xE0E6	0x2E0E60	0x2E0F60	128	1	
2	6	461	0x21D0	0xE0F6	0x2E0F60	0x2E1060	128	1	
2	6	462	0x21D2	0xE106	0x2E1060	0x2E1160	128	1	
2	6	463	0x21D4	0xE116	0x2E1160	0x2E11E0	64	1	
2	6	464	0x21D6	0xE11E	0x2E11E0	0x2E12E0	128	1	
2	6	465	0x21D8	0xE12E	0x2E12E0	0x2E13E0	128	1	
2	6	466	0x21DA	0xE13E	0x2E13E0	0x2E1460	64	1	
2	6	467	0x21DC	0xE146	0x2E1460	0x2E1560	128	1	
2	6	468	0x21DE	0xE156	0x2E1560	0x2E1660	128	1	
2	6	469	0x21E0	0xE166	0x2E1660	0x2E16E0	64	1	
2	6	470	0x21E2	0xE16E	0x2E16E0	0x2E17E0	128	1	
2	6	471	0x21E4	0xE17E	0x2E17E0	0x2E18E0	128	1	
2	6	472	0x21E6	0xE18E	0x2E18E0	0x2E1960	64	1	
2	6	473	0x21E8	0xE196	0x2E1960	0x2E1A60	128	1	
2	6	474	0x21EA	0xE1A6	0x2E1A60	0x2E1B60	128	1	
2	6	475	0x21EC	0xE1B6	0x2E1B60	0x2E1BE0	64	1	
2	6	476	0x21EE	0xE1BE	0x2E1BE0	0x2E1CE0	128	1	
2	6	477	0x21F0	0xE1CE	0x2E1CE0	0x2E1DE0	128	1	
2	6	478	0x21F2	0xE1DE	0x2E1DE0	0x2E1EE0	128	1	
2	6	479	0x21F4	0xE1EE	0x2E1EE0	0x2E1FE0	128	1	
2	6	480	0x21F6	0xE1FE	0x2E1FE0	0x2E20E0	128	1	
2	6	481	0x21F8	0xE20E	0x2E20E0	0x2E21E0	128	1	
2	6	482	0x21FA	0xE21E	0x2E21E0	0x2E22E0	128	1	
2	6	483	0x21FC	0xE22E	0x2E22E0	0x2E2360	64	1	
2	6	484	0x21FE	0xE236	0x2E2360	0x2E23E0	64	1	
2	6	485	0x2200	0xE23E	0x2E23E0	0x2E25E0	256	1	
2	6	486	0x2202	0xE25E	0x2E25E0	0x2E27E0	256	1	
2	6	487	0x2204	0xE27E	0x2E27E0	0x2E28E0	128	1	
2	6	488	0x2206	0xE28E	0x2E28E0	0x2E2AE0	256	1	
2	6	489	0x2208	0xE2AE	0x2E2AE0	0x2E2CE0	256	1	
2	6	490	0x220A	0xE2CE	0x2E2CE0	0x2E2EE0	256	1	
2	6	491	0x220C	0xE2EE	0x2E2EE0	0x2E30E0	256	1	
2	6	492	0x220E	0xE30E	0x2E30E0	0x2E32E0	256	1	
2	6	493	0x2210	0xE32E	0x2E32E0	0x2E33E0	128	1	
2	6	494	0x2212	0xE33E	0x2E33E0	0x2E34E0	128	1	
2	6	495	0x2214	0xE34E	0x2E34E0	0x2E35E0	128	1	
2	6	496	0x2216	0xE35E	0x2E35E0	0x2E36E0	128	1	
2	6	497	0x2218	0xE36E	0x2E36E0	0x2E38E0	256	1	
2	6	498	0x221A	0xE38E	0x2E38E0	0x2E3AE0	256	1	
2	6	499	0x221C	0xE3AE	0x2E3AE0	0x2E3CE0	256	1	
2	6	500	0x221E	0xE3CE	0x2E3CE0	0x2E3EE0	256	1	
2	6	501	0x2220	0xE3EE	0x2E3EE0	0x2E40E0	256	1	
2	6	502	0x2222	0xE40E	0x2E40E0	0x2E41E0	128	1	
2	6	503	0x2224	0xE41E	0x2E41E0	0x2E42E0	128	1	
2	6	504	0x2226	0xE42E	0x2E42E0	0x2E43E0	128	1	
2	6	505	0x2228	0xE43E	0x2E43E0	0x2E44E0	128	1	
2	6	506	0x222A	0xE44E	0x2E44E0	0x2E46E0	256	1	
2	6	507	0x222C	0xE46E	0x2E46E0	0x2E48E0	256	1	
2	6	508	0x222E	0xE48E	0x2E48E0	0x2E49E0	128	1	
2	6	509	0x2230	0xE49E	0x2E49E0	0x2E4BE0	256	1	
2	6	510	0x2232	0xE4BE	0x2E4BE0	0x2E4CE0	128	1	
2	6	511	0x2234	0xE4CE	0x2E4CE0	0x2E4DE0	128	1	
2	6	512	0x2236	0xE4DE	0x2E4DE0	0x2E4FE0	256	1	
2	6	513	0x2238	0xE4FE	0x2E4FE0	0x2E50E0	128	1	
2	6	514	0x223A	0xE50E	0x2E50E0	0x2E5160	64	1	
2	6	515	0x223C	0xE516	0x2E5160	0x2E5360	256	1	
2	6	516	0x223E	0xE536	0x2E5360	0x2E5460	128	1	
2	6	517	0x2240	0xE546	0x2E5460	0x2E54E0	64	1	
2	6	518	0x2242	0xE54E	0x2E54E0	0x2E55E0	128	1	
2	6	519	0x2244	0xE55E	0x2E55E0	0x2E56E0	128	1	
2	6	520	0x2246	0xE56E	0x2E56E0	0x2E57E0	128	1	
2	6	521	0x2248	0xE57E	0x2E57E0	0x2E58E0	128	1	
2	6	522	0x224A	0xE58E	0x2E58E0	0x2E59E0	128	1	
2	6	523	0x224C	0xE59E	0x2E59E0	0x2E5AE0	128	1	
2	6	524	0x224E	0xE5AE	0x2E5AE0	0x2E5BE0	128	1	
2	6	525	0x2250	0xE5BE	0x2E5BE0	0x2E5C60	64	1	
2	6	526	0x2252	0xE5C6	0x2E5C60	0x2E5CE0	64	1	
2	6	527	0x2254	0xE5CE	0x2E5CE0	0x2E5D60	64	1	
2	6	528	0x2256	0xE5D6	0x2E5D60	0x2E5DE0	64	1	
2	6	529	0x2258	0xE5DE	0x2E5DE0	0x2E5E60	64	1	
2	6	530	0x225A	0xE5E6	0x2E5E60	0x2E6060	256	1	
2	6	531	0x225C	0xE606	0x2E6060	0x2E6260	256	1	
2	6	532	0x225E	0xE626	0x2E6260	0x2E6460	256	1	
2	6	533	0x2260	0xE646	0x2E6460	0x2E6660	256	1	
2	6	534	0x2262	0xE666	0x2E6660	0x2E6860	256	1	
2	6	535	0x2264	0xE686	0x2E6860	0x2E6A60	256	1	
2	6	536	0x2266	0xE6A6	0x2E6A60	0x2E6B60	128	1	
2	6	537	0x2268	0xE6B6	0x2E6B60	0x2E6C60	128	1	
2	6	538	0x226A	0xE6C6	0x2E6C60	0x2E6D60	128	1	
2	6	539	0x226C	0xE6D6	0x2E6D60	0x2E6F60	256	1	
2	6	540	0x226E	0xE6F6	0x2E6F60	0x2E7160	256	1	
2	6	541	0x2270	0xE716	0x2E7160	0x2E7360	256	1	
2	6	542	0x2272	0xE736	0x2E7360	0x2E7560	256	1	
2	6	543	0x2274	0xE756	0x2E7560	0x2E7760	256	1	
2	6	544	0x2276	0xE776	0x2E7760	0x2E7960	256	1	
2	6	545	0x2278	0xE796	0x2E7960	0x2E7A60	128	1	
2	6	546	0x227A	0xE7A6	0x2E7A60	0x2E7B60	128	1	
2	6	547	0x227C	0xE7B6	0x2E7B60	0x2E7C60	128	1	
2	6	548	0x227E	0xE7C6	0x2E7C60	0x2E7E60	256	1	
2	6	549	0x2280	0xE7E6	0x2E7E60	0x2E8060	256	1	
2	6	550	0x2282	0xE806	0x2E8060	0x2E8260	256	1	
2	6	551	0x2284	0xE826	0x2E8260	0x2E8460	256	1	
2	6	552	0x2286	0xE846	0x2E8460	0x2E8660	256	1	
2	6	553	0x2288	0xE866	0x2E8660	0x2E8860	256	1	
2	6	554	0x228A	0xE886	0x2E8860	0x2E8960	128	1	
2	6	555	0x228C	0xE896	0x2E8960	0x2E8A60	128	1	
2	6	556	0x228E	0xE8A6	0x2E8A60	0x2E8B60	128	1	
2	6	557	0x2290	0xE8B6	0x2E8B60	0x2E8D60	256	1	
2	6	558	0x2292	0xE8D6	0x2E8D60	0x2E8F60	256	1	
2	6	559	0x2294	0xE8F6	0x2E8F60	0x2E9160	256	1	
2	6	560	0x2296	0xE916	0x2E9160	0x2E9360	256	1	
2	6	561	0x2298	0xE936	0x2E9360	0x2E9560	256	1	
2	6	562	0x229A	0xE956	0x2E9560	0x2E9660	128	1	
2	6	563	0x229C	0xE966	0x2E9660	0x2E9760	128	1	
2	6	564	0x229E	0xE976	0x2E9760	0x2E9860	128	1	
2	6	565	0x22A0	0xE986	0x2E9860	0x2E9960	128	1	
2	6	566	0x22A2	0xE996	0x2E9960	0x2E9B60	256	1	
2	6	567	0x22A4	0xE9B6	0x2E9B60	0x2E9D60	256	1	
2	6	568	0x22A6	0xE9D6	0x2E9D60	0x2E9F60	256	1	
2	6	569	0x22A8	0xE9F6	0x2E9F60	0x2EA060	128	1	
2	6	570	0x22AA	0xEA06	0x2EA060	0x2EA160	128	1	
2	6	571	0x22AC	0xEA16	0x2EA160	0x2EA260	128	1	
2	6	572	0x22AE	0xEA26	0x2EA260	0x2EA360	128	1	
2	6	573	0x22B0	0xEA36	0x2EA360	0x2EA460	128	1	
2	6	574	0x22B2	0xEA46	0x2EA460	0x2EA560	128	1	
2	6	575	0x22B4	0xEA56	0x2EA560	0x2EA760	256	1	
2	6	576	0x22B6	0xEA76	0x2EA760	0x2EA960	256	1	
2	6	577	0x22B8	0xEA96	0x2EA960	0x2EAB60	256	1	
2	6	578	0x22BA	0xEAB6	0x2EAB60	0x2EAC60	128	1	
2	6	579	0x22BC	0xEAC6	0x2EAC60	0x2EAD60	128	1	
2	6	580	0x22BE	0xEAD6	0x2EAD60	0x2EAE60	128	1	
2	6	581	0x22C0	0xEAE6	0x2EAE60	0x2EAF60	128	1	
2	6	582	0x22C2	0xEAF6	0x2EAF60	0x2EB060	128	1	
2	6	583	0x22C4	0xEB06	0x2EB060	0x2EB160	128	1	
2	6	584	0x22C6	0xEB16	0x2EB160	0x2EB360	256	1	
2	6	585	0x22C8	0xEB36	0x2EB360	0x2EB560	256	1	
2	6	586	0x22CA	0xEB56	0x2EB560	0x2EB760	256	1	
2	6	587	0x22CC	0xEB76	0x2EB760	0x2EB860	128	1	
2	6	588	0x22CE	0xEB86	0x2EB860	0x2EB960	128	1	
2	6	589	0x22D0	0xEB96	0x2EB960	0x2EBA60	128	1	
2	6	590	0x22D2	0xEBA6	0x2EBA60	0x2EBB60	128	1	
2	6	591	0x22D4	0xEBB6	0x2EBB60	0x2EBC60	128	1	
2	6	592	0x22D6	0xEBC6	0x2EBC60	0x2EBD60	128	1	
2	6	593	0x22D8	0xEBD6	0x2EBD60	0x2EBF60	256	1	
2	6	594	0x22DA	0xEBF6	0x2EBF60	0x2EC060	128	1	
2	6	595	0x22DC	0xEC06	0x2EC060	0x2EC160	128	1	
2	6	596	0x22DE	0xEC16	0x2EC160	0x2EC260	128	1	
2	6	597	0x22E0	0xEC26	0x2EC260	0x2EC360	128	1	
2	6	598	0x22E2	0xEC36	0x2EC360	0x2EC3E0	64	1	
2	6	599	0x22E4	0xEC3E	0x2EC3E0	0x2EC460	64	1	
2	6	600	0x22E6	0xEC46	0x2EC460	0x2EC4E0	64	1	
2	6	601	0x22E8	0xEC4E	0x2EC4E0	0x2EC560	64	1	
2	6	602	0x22EA	0xEC56	0x2EC560	0x2EC660	128	1	
2	6	603	0x22EC	0xEC66	0x2EC660	0x2EC760	128	1	
2	6	604	0x22EE	0xEC76	0x2EC760	0x2EC860	128	1	
2	6	605	0x22F0	0xEC86	0x2EC860	0x2EC960	128	1	
2	6	606	0x22F2	0xEC96	0x2EC960	0x2EC9E0	64	1	
2	6	607	0x22F4	0xEC9E	0x2EC9E0	0x2ECA60	64	1	
